templateName	attackSpeed	speedSkill	damageSkill	toughnessSkill	pointBlankRange	pointBlankAccuracy	idealRange	idealAccuracy	maxRange	maxRangeAccuracy	accuracySkill	categoryAccuracySkill	defenseSkill	defenseSkill2	weaponFamily	postureMultiplier	secondaryDefenseSkill	secondaryDefenseResult	woundsRatio	armorPiercing
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s4_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s4_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s4_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s4_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s5.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s5_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s5_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s5_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s5_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s6.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s6_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s6_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s6_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s6_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s7.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s7_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s7_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s7_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s7_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s8.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s8_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s8_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s8_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s8_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s9.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s9_gen1.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s9_gen2.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	19	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s9_gen3.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	25	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_one_handed_s9_gen4.iff	4.5	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	37	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s1_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s10_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s11_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s2_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s3_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s4_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s5_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s6_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s7_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s8_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_s9_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/crafted_saber/sword_lightsaber_training.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	6	2
object/weapon/melee/sword/sword_01.iff	3.5	onehandmelee_speed		onehandmelee_toughness	0.0	10.0	3.0	10.0	4.0	10.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	14	0
object/weapon/melee/sword/sword_01_noob.iff	4.0	onehandmelee_speed		onehandmelee_toughness	0.0	-7.0	3.0	-5.0	4.0	-5.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	14	0
object/weapon/melee/sword/sword_01_ranged.iff	3.5	onehandmelee_speed		onehandmelee_toughness	0.0	10.0	3.0	10.0	32.0	10.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	14	0
object/weapon/melee/sword/sword_02.iff	3.1	onehandmelee_speed		onehandmelee_toughness	0.0	5.0	3.0	5.0	4.0	5.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	18	0
object/weapon/melee/sword/sword_02_ranged.iff	3.1	onehandmelee_speed		onehandmelee_toughness	0.0	5.0	3.0	5.0	32.0	5.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	18	0
object/weapon/melee/sword/sword_blade_ryyk.iff	3.3	onehandmelee_speed		onehandmelee_toughness	0.0	-15.0	3.0	-15.0	4.0	-15.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	22	0
object/weapon/melee/sword/sword_curved_nyax.iff	4.0	onehandmelee_speed		onehandmelee_toughness	0.0	7.0	3.0	7.0	4.0	7.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	15	0
object/weapon/melee/sword/sword_lightsaber_anakin.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_andael.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_ben.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_dugald.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_leather.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_luke.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_luke_2h_test.iff	4.8	twohandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	twohandlightsaber_accuracy	melee_accuracy	melee_defense		twohandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_mace.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_nebu.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_obi.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_quigon.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_sleekblack.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_sleeksilver.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_lightsaber_vader.iff	4.8	onehandlightsaber_speed		lightsaber_toughness	0.0	20.0	3.0	15.0	5.0	5.0	onehandlightsaber_accuracy	melee_accuracy	melee_defense		onehandlightsaber	1.0	saber_block	RICOCHET	15	2
object/weapon/melee/sword/sword_nyax.iff	4.5	onehandmelee_speed		onehandmelee_toughness	7.0	0.0	7.0	3.0	7.0	4.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	15	0
object/weapon/melee/sword/sword_nyax_ranged.iff	4.5	onehandmelee_speed		onehandmelee_toughness	7.0	0.0	7.0	3.0	32.0	4.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	15	0
object/weapon/melee/sword/sword_rantok.iff	3.3	onehandmelee_speed		onehandmelee_toughness	0.0	10.0	3.0	10.0	3.0	10.0	onehandmelee_accuracy	melee_accuracy	melee_defense		onehandmelee	1.0	dodge	DODGE	14	0
object/weapon/melee/unarmed/unarmed_default.iff	2.0	unarmed_speed	unarmed_damage	unarmed_toughness	0.0	7.0	5.0	7.0	5.0	7.0	unarmed_accuracy	melee_accuracy	melee_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/melee/unarmed/unarmed_default_player.iff	2.0	unarmed_speed	unarmed_damage	unarmed_toughness	0.0	0.0	5.0	3.0	5.0	5.0	unarmed_accuracy	melee_accuracy	melee_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/mine/wp_mine_anti_vehicle.iff	10.0	thrown_speed			0.0	0.0	0.0	0.0	32.0	0.0	thrown_accuracy	ranged_accuracy	ranged_defense		thrown	1.0	unarmed_passive_defense	RANDOM	10	3
object/weapon/mine/wp_mine_drx55.iff	0.5	thrown_speed			0.0	0.0	0.0	0.0	32.0	0.0	thrown_accuracy	ranged_accuracy	ranged_defense		thrown	1.0	unarmed_passive_defense	RANDOM	25	3
object/weapon/mine/wp_mine_xg.iff	1.0	thrown_speed			0.0	0.0	0.0	0.0	32.0	0.0	thrown_accuracy	ranged_accuracy	ranged_defense		thrown	1.0	unarmed_passive_defense	RANDOM	20	3
object/weapon/ranged/carbine/carbine_cdef.iff	3.5	carbine_speed			0.0	20.0	15.0	50.0	64.0	-80.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	4	0
object/weapon/ranged/carbine/carbine_cdef_corsec.iff	4.6	carbine_speed			0.0	0.0	45.0	0.0	65.0	0.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	4	0
object/weapon/ranged/carbine/carbine_dh17.iff	3.5	carbine_speed			0.0	-35.0	35.0	15.0	64.0	-60.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	9	0
object/weapon/ranged/carbine/carbine_dh17_black.iff	3.5	carbine_speed			0.0	-35.0	35.0	15.0	64.0	-60.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	10	0
object/weapon/ranged/carbine/carbine_dh17_snubnose.iff	3.5	carbine_speed			0.0	-25.0	25.0	0.0	64.0	-80.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	9	0
object/weapon/ranged/carbine/carbine_dxr6.iff	4.0	carbine_speed			0.0	-20.0	22.0	20.0	64.0	-80.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	25	1
object/weapon/ranged/carbine/carbine_e11.iff	3.3	carbine_speed			0.0	-40.0	30.0	0.0	64.0	-80.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	10	1
object/weapon/ranged/carbine/carbine_e11_quest.iff	6.8	carbine_speed			0.0	0.0	35.0	0.0	65.0	0.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	10	1
object/weapon/ranged/carbine/carbine_e11_victor_quest.iff	6.8	carbine_speed			0.0	0.0	35.0	0.0	65.0	0.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	10	1
object/weapon/ranged/carbine/carbine_ee3.iff	3.6	carbine_speed			0.0	-25.0	27.0	0.0	64.0	-80.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	7	0
object/weapon/ranged/carbine/carbine_elite.iff	4.1	carbine_speed			0.0	-35.0	40.0	10.0	64.0	-50.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	12	1
object/weapon/ranged/carbine/carbine_laser.iff	4.0	carbine_speed			0.0	-45.0	50.0	25.0	64.0	-40.0	carbine_accuracy	ranged_accuracy	ranged_defense		carbine	2.0	counterattack	COUNTER	25	2
object/weapon/ranged/creature/creature_spit_heavy_flame.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_large_green.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_large_red.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_large_toxicgreen.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_large_yellow.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_lightning_ball.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_particle_beam.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_small_green.iff	2.0	unarmed_speed			0.0	-5.0	25.0	7.0	55.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_small_red.iff	2.0	unarmed_speed			0.0	-5.0	25.0	7.0	55.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_small_toxicgreen.iff	2.0	unarmed_speed			0.0	-5.0	25.0	7.0	55.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_small_yellow.iff	2.0	unarmed_speed			0.0	-5.0	25.0	7.0	55.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_spray_green.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_spray_red.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_spray_toxicgreen.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/creature/creature_spit_spray_yellow.iff	2.0	unarmed_speed			0.0	-5.0	15.0	7.0	45.0	-15.0	unarmed_accuracy	melee_accuracy	ranged_defense		unarmed	1.0	unarmed_passive_defense	RANDOM	5	0
object/weapon/ranged/droid/droid_astromech_ranged.iff	2.0	rifle_speed			0.0	10.0	15.0	50.0	65.0	0.0	rifle_accuracy	ranged_accuracy	ranged_defense		rifle	2.5	unarmed_passive_defense	BLOCK	10	1
object/weapon/ranged/droid/droid_droideka_ranged.iff	2.0	rifle_speed			0.0	10.0	20.0	50.0	65.0	0.0	rifle_accuracy	ranged_accuracy	ranged_defense		rifle	2.5	unarmed_passive_defense	BLOCK	10	1
object/weapon/ranged/droid/droid_probot_ranged.iff	2.0	rifle_speed			0.0	10.0	20.0	50.0	65.0	0.0	rifle_accuracy	ranged_accuracy	ranged_defense		rifle	2.5	unarmed_passive_defense	BLOCK	10	1
object/weapon/ranged/grenade/grenade_bug_bomb.iff	6.0	thrown_speed			0.0	-10.0	20.0	10.0	32.0	-30.0	thrown_accuracy	ranged_accuracy	ranged_defense		thrown	1.0	unarmed_passive_defense	RANDOM	26	2
object/weapon/ranged/grenade/grenade_cryoban.iff	7.0	thrown_speed			0.0	-10.0	20.0	15.0	64.0	-30.0	thrown_accuracy	ranged_accuracy	ranged_defense		thrown	1.0	unarmed_passive_defense	RANDOM	10	1
object/weapon/ranged/grenade/grenade_fallback.iff	2.3	thrown_speed			0.0	-10.0	20.0	15.0	32.0	-30.0	thrown_accuracy	ranged_accuracy	ranged_defense		thrown	1.0	unarmed_passive_defense	RANDOM	10	0
object/weapon/ranged/grenade/grenade_fragmentation.iff	4.0	thrown_speed			0.0	-10.0	20.0	15.0	64.0	-30.0	thrown_accuracy	ranged_accuracy	ranged_defense		thrown	1.0	unarmed_passive_defense	RANDOM	10	1
